120.4377 | 20.38101
120.4381 | 20.40178
120.4389 | 20.42196
120.4401 | 20.44022
120.4415 | 20.46031
120.4433 | 20.48091
120.4453 | 20.50143
120.4477 | 20.52149
120.4504 | 20.54256
120.4535 | 20.56158
120.4568 | 20.58078
120.4645 | 20.62681
120.4688 | 20.64266
120.4734 | 20.66258
120.4784 | 20.68047
120.4837 | 20.70065
120.4893 | 20.72018
120.4952 | 20.74181
120.5014 | 20.76179
120.508 | 20.78192
120.5148 | 20.80112
4.456477 | 20.82045
4.652677 | 20.8409
4.848877 | 20.8604
5.045077 | 20.88173
5.241277 | 20.90143
5.437477 | 20.92167
5.633677 | 20.94048
5.829876 | 20.96016
6.026076 | 20.98058
6.222276 | 21.00124
6.418476 | 21.02055
6.614676 | 21.04163
6.810876 | 21.07005
7.791875 | 21.16728
7.988075 | 21.18026
8.184276 | 21.20184
8.380476 | 21.22048
8.576676 | 21.24162
8.772877 | 21.26152
8.969077 | 21.28058
9.165277 | 21.3021
9.361478 | 21.32199
9.557678 | 21.3408
9.753879 | 21.36127
9.950079 | 21.38139
10.14628 | 21.40132
10.34248 | 21.42025
10.53868 | 21.44195
10.73488 | 21.46378
10.93108 | 21.48155
11.12728 | 21.50382
11.32348 | 21.52337
11.51968 | 21.54508
11.71588 | 21.56003
11.91208 | 21.58618
12.10828 | 21.60814
12.30448 | 21.62421
12.50068 | 21.64363
12.69688 | 21.66018
12.89308 | 21.68323
13.08928 | 21.70379
13.28549 | 21.72351
13.48169 | 21.7435
13.67789 | 21.76247
13.87409 | 21.78041
14.07029 | 21.80169
14.26649 | 21.8223
14.46269 | 21.84245
14.65889 | 21.86153
14.85509 | 21.88077
15.05129 | 21.90145
15.24749 | 21.92161
15.44369 | 21.94053
15.63989 | 21.96114
0.2126726 | 21.98091
0.2129519 | 22.00132
0.06006662 | 22.02218
0.07285199 | 22.04186
0.03307734 | 22.06231
0.007012743 | 22.08106
0.00794723 | 22.10312
0.007939321 | 22.12091
0.007915429 | 22.14074
0.00791312 | 22.16045
0.007889219 | 22.18165
0.007930141 | 22.2011
0.007906323 | 22.22263
0.007904009 | 22.24093
0.007880102 | 22.26016
0.007921022 | 22.28202
0.007897198 | 22.30222
0 | 22.32122
